GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),ActionsCount(BuildFromDiscard),ActionsCount(DiscardCard),ActionsCount(PlayCard),ActionsCount(BuildStage),Boards(Player 1 Board),Boards(Player 0 Board),Boards(Player 2 Board),Boards(Player 3 Board),CardTypeCount(CivilianStructures),CardTypeCount(ManufacturedGoods),CardTypeCount(MilitaryStructures),CardTypeCount(RawMaterials),CardTypeCount(Guilds),CardTypeCount(CommercialStructures),CardTypeCount(ScientificStructures),Resources(Clay),Resources(Wood_Ore),Resources(Ore),Resources(Textile),Resources(Wood),Resources(Wood_Clay),Resources(Wood_Stone),Resources(ScienceWild),Resources(Shield),Resources(Glass),Resources(Ore_Clay),Resources(Stone),Resources(Stone_Clay),Resources(Papyrus),Resources(Compass),Resources(RareWild),Resources(Coin),Resources(BasicWild),Resources(Stone_Ore),Resources(Cog),Resources(Tablet),Resources(Victory),ScoresPerRound(ScoresPerRound)
-1547888771,Wonders7,18,GAME_OVER,72,0,4,503,wonders7-4P-64,37.0,33.0,35.0,37.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,20,50,2,TheTempleOfArtemisInEphesus,TheColossusOfRhodes,TheHangingGardensOfBabylon,ThePyramidsOfGiza,10,3,10,10,2,9,6,2,0,3,0,6,0,0,0,21,2,1,3,1,2,0,0,96,1,0,2,4,69,"[1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0, 4.0, 2.0, 2.0, 6.0, 7.0, 3.0, 2.0, 6.0, 6.0, 3.0, 2.0, 7.0, 6.0, 4.0, 3.0, 4.0, 7.0, 6.0, 3.0, 7.0, 7.0, 7.0, 7.0, 12.0, 9.0, 10.0, 8.0, 11.0, 9.0, 13.0, 10.0, 16.0, 9.0, 14.0, 11.0, 19.0, 10.0, 13.0, 10.0, 23.0, 17.0, 16.0, 10.0, 24.0, 23.0, 19.0, 16.0, 23.0, 28.0, 25.0, 20.0, 30.0, 33.0, 30.0, 21.0, 31.0, 38.0, 30.0, 23.0, 33.0, 39.0, 31.0, 33.0, 37.0, 37.0, 35.0]"
1410071982,Wonders7,18,GAME_OVER,72,0,4,504,wonders7-4P-64,57.0,33.0,43.0,42.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,11,59,2,TheHangingGardensOfBabylon,ThePyramidsOfGiza,TheColossusOfRhodes,TheLighthouseOfAlexandria,13,4,11,11,5,7,8,4,0,3,1,4,0,1,0,23,2,1,5,1,2,1,0,66,1,0,2,5,87,"[2.0, 1.0, 4.0, 1.0, 3.0, 1.0, 5.0, 4.0, 3.0, 1.0, 5.0, 4.0, 3.0, 2.0, 5.0, 5.0, 3.0, 2.0, 5.0, 5.0, 6.0, 2.0, 6.0, 8.0, 7.0, 4.0, 3.0, 10.0, 6.0, 6.0, 6.0, 10.0, 7.0, 9.0, 12.0, 11.0, 12.0, 9.0, 16.0, 12.0, 12.0, 10.0, 15.0, 11.0, 13.0, 14.0, 15.0, 11.0, 18.0, 19.0, 18.0, 17.0, 19.0, 26.0, 26.0, 21.0, 19.0, 31.0, 33.0, 26.0, 27.0, 39.0, 38.0, 30.0, 34.0, 39.0, 41.0, 32.0, 35.0, 47.0, 44.0, 33.0, 33.0, 57.0, 42.0, 43.0]"
207852801,Wonders7,18,GAME_OVER,72,0,4,505,wonders7-4P-64,28.0,38.0,33.0,47.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,22,49,1,ThePyramidsOfGiza,TheColossusOfRhodes,TheLighthouseOfAlexandria,TheMausoleumOfHalicarnassus,11,3,10,7,4,5,9,5,0,3,1,4,0,0,0,21,2,0,2,1,2,3,1,81,1,0,2,4,75,"[4.0, 2.0, 1.0, 2.0, 5.0, 5.0, 1.0, 3.0, 6.0, 5.0, 1.0, 4.0, 7.0, 6.0, 2.0, 7.0, 7.0, 6.0, 3.0, 8.0, 7.0, 6.0, 4.0, 9.0, 7.0, 7.0, 9.0, 8.0, 6.0, 11.0, 9.0, 8.0, 6.0, 12.0, 8.0, 8.0, 7.0, 13.0, 8.0, 8.0, 10.0, 13.0, 9.0, 8.0, 10.0, 17.0, 10.0, 10.0, 21.0, 12.0, 23.0, 16.0, 26.0, 18.0, 23.0, 18.0, 31.0, 21.0, 24.0, 26.0, 29.0, 23.0, 29.0, 28.0, 31.0, 29.0, 34.0, 32.0, 33.0, 30.0, 37.0, 34.0, 38.0, 28.0, 47.0, 33.0]"
-1904150696,Wonders7,18,GAME_OVER,72,0,4,506,wonders7-4P-64,36.0,43.0,32.0,35.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,26,44,2,ThePyramidsOfGiza,TheStatueOfZeusInOlympia,TheColossusOfRhodes,TheHangingGardensOfBabylon,10,3,11,9,4,6,1,6,0,4,1,4,0,0,0,22,1,1,4,0,1,0,0,100,1,0,0,1,75,"[1.0, 4.0, 1.0, 2.0, 1.0, 7.0, 1.0, 3.0, 1.0, 8.0, 2.0, 4.0, 1.0, 9.0, 1.0, 5.0, 1.0, 10.0, 2.0, 6.0, 1.0, 10.0, 2.0, 6.0, 2.0, 7.0, 5.0, 3.0, 5.0, 7.0, 5.0, 4.0, 7.0, 8.0, 5.0, 7.0, 8.0, 11.0, 8.0, 5.0, 9.0, 14.0, 9.0, 7.0, 11.0, 15.0, 9.0, 7.0, 23.0, 19.0, 21.0, 10.0, 24.0, 26.0, 22.0, 16.0, 31.0, 27.0, 29.0, 18.0, 35.0, 30.0, 32.0, 23.0, 42.0, 32.0, 34.0, 22.0, 45.0, 31.0, 36.0, 22.0, 43.0, 36.0, 35.0, 32.0]"
-644544067,Wonders7,18,GAME_OVER,72,0,4,507,wonders7-4P-64,37.0,41.0,39.0,41.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,20,50,2,TheColossusOfRhodes,ThePyramidsOfGiza,TheLighthouseOfAlexandria,TheStatueOfZeusInOlympia,13,3,9,9,3,7,6,3,0,5,1,1,0,1,0,19,2,1,5,0,1,2,1,80,0,0,2,2,90,"[1.0, 1.0, 4.0, 1.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0, 4.0, 1.0, 3.0, 6.0, 4.0, 1.0, 4.0, 6.0, 5.0, 4.0, 5.0, 6.0, 5.0, 7.0, 9.0, 9.0, 6.0, 7.0, 10.0, 9.0, 7.0, 9.0, 10.0, 10.0, 7.0, 10.0, 10.0, 17.0, 11.0, 11.0, 11.0, 18.0, 11.0, 12.0, 11.0, 19.0, 15.0, 12.0, 22.0, 20.0, 24.0, 14.0, 26.0, 26.0, 23.0, 14.0, 29.0, 33.0, 24.0, 20.0, 34.0, 37.0, 25.0, 27.0, 35.0, 38.0, 26.0, 32.0, 37.0, 39.0, 31.0, 35.0, 41.0, 37.0, 41.0, 39.0]"
-1811427919,Wonders7,18,GAME_OVER,72,0,4,508,wonders7-4P-64,32.0,46.0,39.0,33.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,23,46,3,TheStatueOfZeusInOlympia,TheTempleOfArtemisInEphesus,TheHangingGardensOfBabylon,TheLighthouseOfAlexandria,12,2,9,9,2,6,6,5,0,1,1,3,0,1,0,16,2,0,4,1,1,1,0,94,1,0,0,5,88,"[1.0, 4.0, 1.0, 1.0, 4.0, 5.0, 1.0, 1.0, 4.0, 5.0, 4.0, 2.0, 7.0, 5.0, 4.0, 2.0, 7.0, 5.0, 3.0, 3.0, 8.0, 6.0, 4.0, 4.0, 10.0, 6.0, 5.0, 3.0, 10.0, 7.0, 6.0, 3.0, 10.0, 10.0, 7.0, 2.0, 14.0, 11.0, 7.0, 5.0, 18.0, 16.0, 10.0, 10.0, 18.0, 18.0, 12.0, 12.0, 25.0, 17.0, 19.0, 19.0, 32.0, 17.0, 24.0, 20.0, 39.0, 24.0, 26.0, 24.0, 44.0, 25.0, 27.0, 25.0, 47.0, 27.0, 28.0, 28.0, 48.0, 28.0, 29.0, 29.0, 46.0, 32.0, 33.0, 39.0]"
32818310,Wonders7,18,GAME_OVER,72,0,4,509,wonders7-4P-64,38.0,26.0,35.0,45.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,12,58,2,TheMausoleumOfHalicarnassus,TheColossusOfRhodes,TheLighthouseOfAlexandria,TheStatueOfZeusInOlympia,12,2,12,13,3,11,5,2,0,7,2,5,0,1,0,24,1,1,3,1,1,1,1,70,1,0,3,1,74,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 5.0, 5.0, 5.0, 0.0, 6.0, 5.0, 5.0, 3.0, 6.0, 6.0, 6.0, 3.0, 6.0, 5.0, 6.0, 3.0, 6.0, 5.0, 6.0, 3.0, 5.0, 7.0, 9.0, 5.0, 10.0, 8.0, 8.0, 7.0, 9.0, 8.0, 7.0, 8.0, 12.0, 9.0, 11.0, 8.0, 13.0, 10.0, 13.0, 8.0, 20.0, 16.0, 18.0, 12.0, 24.0, 22.0, 24.0, 13.0, 25.0, 27.0, 29.0, 14.0, 32.0, 29.0, 37.0, 15.0, 35.0, 37.0, 38.0, 16.0, 40.0, 40.0, 36.0, 26.0, 38.0, 45.0, 35.0]"
-1889501054,Wonders7,18,GAME_OVER,73,0,4,510,wonders7-4P-64,42.0,36.0,26.0,49.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,18,50,5,TheMausoleumOfHalicarnassus,TheStatueOfZeusInOlympia,TheHangingGardensOfBabylon,TheLighthouseOfAlexandria,10,2,12,12,2,8,4,4,0,6,2,5,0,0,0,24,1,0,5,0,1,1,0,90,1,0,2,1,91,"[2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 4.0, 1.0, 3.0, 4.0, 5.0, 2.0, 3.0, 4.0, 8.0, 5.0, 4.0, 4.0, 8.0, 5.0, 4.0, 2.0, 11.0, 4.0, 6.0, 2.0, 9.0, 5.0, 5.0, 3.0, 12.0, 5.0, 5.0, 3.0, 12.0, 10.0, 6.0, 6.0, 15.0, 10.0, 7.0, 6.0, 16.0, 10.0, 8.0, 14.0, 25.0, 24.0, 13.0, 14.0, 28.0, 29.0, 12.0, 18.0, 36.0, 29.0, 15.0, 26.0, 36.0, 31.0, 19.0, 31.0, 37.0, 33.0, 27.0, 32.0, 38.0, 34.0, 28.0, 36.0, 42.0, 49.0, 26.0]"
1231580357,Wonders7,18,GAME_OVER,72,0,4,511,wonders7-4P-64,33.0,26.0,44.0,35.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,22,49,1,TheHangingGardensOfBabylon,ThePyramidsOfGiza,TheStatueOfZeusInOlympia,TheMausoleumOfHalicarnassus,11,2,9,9,3,6,9,3,0,4,1,5,0,0,1,19,1,0,5,0,1,2,0,93,0,0,4,3,71,"[2.0, 1.0, 4.0, 1.0, 3.0, 1.0, 5.0, 1.0, 6.0, 2.0, 6.0, 1.0, 9.0, 3.0, 6.0, 4.0, 9.0, 3.0, 6.0, 5.0, 9.0, 3.0, 8.0, 6.0, 12.0, 6.0, 8.0, 8.0, 12.0, 6.0, 8.0, 8.0, 13.0, 7.0, 7.0, 8.0, 14.0, 9.0, 8.0, 8.0, 13.0, 10.0, 8.0, 10.0, 14.0, 10.0, 10.0, 14.0, 17.0, 20.0, 11.0, 19.0, 22.0, 21.0, 17.0, 19.0, 25.0, 20.0, 22.0, 27.0, 26.0, 21.0, 29.0, 31.0, 24.0, 22.0, 35.0, 35.0, 27.0, 23.0, 37.0, 39.0, 26.0, 33.0, 35.0, 44.0]"
-1627391868,Wonders7,18,GAME_OVER,72,0,4,512,wonders7-4P-64,31.0,44.0,37.0,33.0,wonders7-4P-64,wonders7-4P-64,wonders7-4P-64,0,23,47,2,TheTempleOfArtemisInEphesus,TheStatueOfZeusInOlympia,TheLighthouseOfAlexandria,TheMausoleumOfHalicarnassus,9,1,13,11,1,4,8,2,0,3,2,5,0,1,0,27,1,1,4,1,1,2,0,85,0,0,2,4,71,"[4.0, 2.0, 1.0, 1.0, 7.0, 2.0, 2.0, 1.0, 7.0, 2.0, 1.0, 0.0, 10.0, 3.0, 2.0, 1.0, 11.0, 4.0, 2.0, 2.0, 10.0, 4.0, 3.0, 2.0, 10.0, 6.0, 2.0, 2.0, 9.0, 11.0, 3.0, 1.0, 9.0, 12.0, 6.0, 1.0, 15.0, 13.0, 8.0, 1.0, 19.0, 14.0, 9.0, 2.0, 18.0, 15.0, 10.0, 3.0, 29.0, 15.0, 12.0, 14.0, 34.0, 19.0, 13.0, 18.0, 36.0, 19.0, 20.0, 18.0, 43.0, 17.0, 21.0, 19.0, 45.0, 19.0, 32.0, 24.0, 46.0, 21.0, 35.0, 27.0, 44.0, 31.0, 33.0, 37.0]"
