GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),ActionsCount(CrabDuo),ActionsCount(DrawAndDiscard),ActionsCount(FishDuo),ActionsCount(SwimmerSharkDuo),ActionsCount(Stop),ActionsCount(LastChance),ActionsCount(BoatDuo),cardTypeCount(MULTIPLIER),cardTypeCount(COLLECTOR),cardTypeCount(MERMAID),cardTypeCount(DUO),cardSuiteCount(PENGUIN),cardSuiteCount(SWIMMER),cardSuiteCount(SHELL),cardSuiteCount(SHARK),cardSuiteCount(FISH),cardSuiteCount(OCTOPUS),cardSuiteCount(SAILOR),cardSuiteCount(MERMAID),cardSuiteCount(BOAT),cardSuiteCount(CRAB),cardColorCount(LIGHT_ORANGE),cardColorCount(WHITE),cardColorCount(PINK),cardColorCount(LIGHT_BLUE),cardColorCount(BLUE),cardColorCount(BLACK),cardColorCount(YELLOW),cardColorCount(PURPLE),cardColorCount(GREEN),cardColorCount(GREY),cardColorCount(ORANGE),ScoresPerRound(ScoresPerRound)
-1022387316,SeaSaltPaper,3,GAME_OVER,289,28,4,3509,seasaltpaper-4P-32,16.0,30.0,4.0,7.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,2,35,3,1,1,3,3,3,18,2,30,6,5,6,3,6,5,2,2,11,7,3,2,3,9,5,7,7,5,7,4,1,"[1.0, 12.0, 2.0, 1.0, 13.0, 13.0, 4.0, 2.0, 21.0, 15.0, 6.0, 3.0, 30.0, 16.0, 7.0, 4.0]"
1401021403,SeaSaltPaper,4,GAME_OVER,391,16,4,3510,seasaltpaper-4P-32,15.0,9.0,34.0,24.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,5,47,2,3,1,4,4,6,20,7,54,4,6,10,11,11,5,5,7,13,15,6,7,2,15,16,10,14,2,10,3,2,"[2.0, 3.0, 12.0, 2.0, 5.0, 11.0, 13.0, 8.0, 6.0, 12.0, 15.0, 21.0, 8.0, 14.0, 23.0, 23.0, 9.0, 15.0, 24.0, 34.0]"
-762370467,SeaSaltPaper,4,GAME_OVER,484,42,4,3511,seasaltpaper-4P-32,31.0,12.0,21.0,31.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,2,59,4,3,0,5,5,6,28,4,52,7,8,10,8,11,10,4,4,18,10,4,4,4,14,10,12,13,9,9,10,1,"[3.0, 3.0, 11.0, 2.0, 4.0, 13.0, 13.0, 5.0, 7.0, 26.0, 15.0, 7.0, 10.0, 29.0, 17.0, 19.0, 12.0, 31.0, 31.0, 21.0]"
1031690385,SeaSaltPaper,6,GAME_OVER,530,19,4,3512,seasaltpaper-4P-32,36.0,24.0,29.0,15.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,3,63,2,4,1,6,2,11,36,6,70,13,13,9,12,12,13,6,6,21,18,7,6,6,25,19,9,13,10,16,9,3,"[2.0, 10.0, 1.0, 3.0, 4.0, 12.0, 4.0, 12.0, 13.0, 13.0, 6.0, 13.0, 15.0, 15.0, 8.0, 26.0, 16.0, 25.0, 11.0, 28.0, 23.0, 27.0, 14.0, 28.0, 24.0, 36.0, 15.0, 29.0]"
720613369,SeaSaltPaper,6,GAME_OVER,518,27,4,3513,seasaltpaper-4P-32,26.0,21.0,30.0,29.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,6,61,4,3,2,5,5,5,32,9,70,5,11,14,9,17,11,6,9,16,18,4,9,3,20,19,18,16,5,12,8,2,"[1.0, 10.0, 1.0, 1.0, 4.0, 12.0, 3.0, 11.0, 5.0, 14.0, 12.0, 13.0, 12.0, 15.0, 12.0, 26.0, 13.0, 16.0, 22.0, 27.0, 20.0, 18.0, 27.0, 28.0, 21.0, 26.0, 29.0, 30.0]"
-1919035497,SeaSaltPaper,3,GAME_OVER,402,34,4,3514,seasaltpaper-4P-32,20.0,37.0,12.0,13.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,3,50,3,1,1,3,4,4,24,5,43,3,8,8,3,11,10,4,5,12,12,4,5,3,15,9,9,15,6,5,4,1,"[7.0, 5.0, 8.0, 5.0, 25.0, 7.0, 10.0, 7.0, 27.0, 19.0, 11.0, 9.0, 37.0, 20.0, 13.0, 12.0]"
-468847025,SeaSaltPaper,4,GAME_OVER,405,27,4,3515,seasaltpaper-4P-32,38.0,21.0,11.0,20.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,2,49,2,2,2,3,3,5,31,6,41,6,7,11,5,8,12,5,6,13,10,4,6,5,12,13,8,8,5,13,7,2,"[5.0, 6.0, 10.0, 5.0, 16.0, 8.0, 12.0, 7.0, 17.0, 15.0, 16.0, 8.0, 19.0, 29.0, 18.0, 10.0, 21.0, 38.0, 20.0, 11.0]"
-278271453,SeaSaltPaper,4,GAME_OVER,357,24,4,3516,seasaltpaper-4P-32,14.0,15.0,16.0,30.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,1,44,2,0,2,3,1,6,17,5,44,3,7,6,5,13,5,5,5,15,8,5,5,2,13,9,11,7,4,7,7,2,"[4.0, 10.0, 2.0, 2.0, 12.0, 11.0, 4.0, 2.0, 13.0, 13.0, 5.0, 12.0, 14.0, 14.0, 15.0, 13.0, 15.0, 14.0, 30.0, 16.0]"
362472442,SeaSaltPaper,5,GAME_OVER,513,36,4,3517,seasaltpaper-4P-32,30.0,34.0,30.0,12.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,6,61,3,7,0,6,3,5,24,7,68,9,14,6,12,14,8,4,7,10,20,5,7,5,24,14,11,14,8,6,9,1,"[9.0, 3.0, 2.0, 2.0, 11.0, 14.0, 5.0, 6.0, 19.0, 16.0, 6.0, 7.0, 21.0, 26.0, 9.0, 10.0, 22.0, 28.0, 10.0, 27.0, 34.0, 30.0, 12.0, 30.0]"
1766446454,SeaSaltPaper,5,GAME_OVER,540,39,4,3518,seasaltpaper-4P-32,22.0,22.0,34.0,36.0,seasaltpaper-4P-32,seasaltpaper-4P-32,seasaltpaper-4P-32,6,66,4,4,0,6,4,11,25,6,65,10,10,9,10,18,7,6,6,11,20,7,6,1,18,14,13,19,8,12,7,2,"[4.0, 2.0, 3.0, 10.0, 6.0, 4.0, 4.0, 23.0, 16.0, 5.0, 6.0, 25.0, 17.0, 14.0, 9.0, 26.0, 19.0, 18.0, 22.0, 29.0, 22.0, 22.0, 36.0, 34.0]"
