GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),CardsInSupplyGameEnd(WORKSHOP),CardsInSupplyGameEnd(GOLD),CardsInSupplyGameEnd(MARKET),CardsInSupplyGameEnd(DUCHY),CardsInSupplyGameEnd(SILVER),CardsInSupplyGameEnd(REMODEL),CardsInSupplyGameEnd(COPPER),CardsInSupplyGameEnd(MERCHANT),CardsInSupplyGameEnd(MILITIA),CardsInSupplyGameEnd(VILLAGE),CardsInSupplyGameEnd(MOAT),CardsInSupplyGameEnd(CELLAR),CardsInSupplyGameEnd(MINE),CardsInSupplyGameEnd(SMITHY),CardsInSupplyGameEnd(PROVINCE),CardsInSupplyGameEnd(ESTATE),EmptySupplySlots(EmptySupplySlots),DominionActionValue(attackCount),DominionActionValue(plusMoney),DominionActionValue(plusActions),DominionActionValue(trashCardCount),DominionActionValue(plusBuys),DominionActionValue(plusDraws),ScoresPerRound(ScoresPerRound)
1024990892,Dominion,24,GAME_OVER,224,1,4,503,dominion-4P-64,12.0,24.0,29.0,24.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,8,29,10,0,21,6,21,7,9,6,0,6,9,9,7,0,3,2,4,8,4,0,32,"[4.0, 3.0, 6.0, 3.0, 5.0, 3.0, 7.0, 3.0, 6.0, 3.0, 7.0, 3.0, 7.0, 3.0, 7.0, 3.0, 7.0, 3.0, 10.0, 9.0, 7.0, 2.0, 11.0, 9.0, 8.0, 5.0, 11.0, 9.0, 11.0, 5.0, 11.0, 15.0, 12.0, 6.0, 11.0, 16.0, 12.0, 9.0, 17.0, 16.0, 12.0, 9.0, 17.0, 19.0, 15.0, 12.0, 17.0, 19.0, 15.0, 12.0, 18.0, 19.0, 18.0, 12.0, 18.0, 20.0, 18.0, 12.0, 21.0, 20.0, 18.0, 12.0, 21.0, 20.0, 18.0, 12.0, 21.0, 26.0, 18.0, 12.0, 21.0, 26.0, 18.0, 12.0, 24.0, 29.0, 18.0, 12.0, 24.0, 29.0, 18.0, 12.0, 24.0, 29.0, 24.0, 12.0, 24.0, 29.0, 24.0, 12.0, 24.0, 29.0, 24.0, 12.0, 24.0, 29.0, 24.0, 12.0, 24.0, 29.0]"
1542999819,Dominion,35,GAME_OVER,339,2,4,504,dominion-4P-64,26.0,14.0,22.0,16.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,4,30,8,0,11,3,13,4,8,1,0,1,9,2,9,0,3,2,5,19,4,1,68,"[3.0, 4.0, 3.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 6.0, 8.0, 4.0, 4.0, 6.0, 8.0, 7.0, 4.0, 7.0, 8.0, 7.0, 4.0, 8.0, 9.0, 7.0, 4.0, 11.0, 10.0, 10.0, 5.0, 14.0, 10.0, 10.0, 5.0, 14.0, 10.0, 10.0, 5.0, 14.0, 10.0, 10.0, 8.0, 14.0, 10.0, 16.0, 8.0, 14.0, 10.0, 19.0, 8.0, 17.0, 13.0, 19.0, 8.0, 17.0, 13.0, 19.0, 8.0, 20.0, 16.0, 22.0, 8.0, 20.0, 16.0, 22.0, 8.0, 20.0, 16.0, 22.0, 8.0, 20.0, 16.0, 22.0, 8.0, 20.0, 16.0, 22.0, 8.0, 20.0, 16.0, 22.0, 14.0, 20.0, 16.0, 22.0, 14.0, 20.0, 16.0, 22.0, 14.0, 20.0, 16.0, 22.0, 14.0, 20.0, 16.0, 22.0, 14.0, 20.0, 16.0, 22.0, 14.0, 20.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0, 14.0, 26.0, 16.0, 22.0]"
-1580811206,Dominion,31,GAME_OVER,321,2,4,505,dominion-4P-64,29.0,19.0,39.0,26.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,2,24,7,0,19,5,19,1,10,5,0,6,9,5,3,0,3,0,0,39,8,0,65,"[3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 2.0, 10.0, 4.0, 5.0, 2.0, 10.0, 4.0, 5.0, 8.0, 10.0, 4.0, 5.0, 8.0, 10.0, 7.0, 7.0, 14.0, 10.0, 7.0, 7.0, 14.0, 11.0, 7.0, 10.0, 14.0, 14.0, 13.0, 10.0, 17.0, 15.0, 13.0, 13.0, 17.0, 16.0, 19.0, 13.0, 23.0, 19.0, 25.0, 16.0, 29.0, 19.0, 25.0, 19.0, 29.0, 22.0, 26.0, 19.0, 29.0, 26.0, 27.0, 19.0, 29.0, 26.0, 27.0, 19.0, 29.0, 26.0, 33.0, 19.0, 29.0, 26.0, 33.0, 19.0, 29.0, 26.0, 33.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0, 19.0, 29.0, 26.0, 39.0]"
1406318947,Dominion,29,GAME_OVER,286,3,4,506,dominion-4P-64,27.0,23.0,34.0,18.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,4,26,9,0,18,6,14,4,6,5,5,7,9,0,5,0,3,2,4,16,3,0,58,"[4.0, 4.0, 6.0, 3.0, 4.0, 4.0, 7.0, 3.0, 4.0, 4.0, 7.0, 3.0, 4.0, 4.0, 8.0, 6.0, 4.0, 4.0, 11.0, 7.0, 7.0, 4.0, 11.0, 7.0, 10.0, 4.0, 11.0, 7.0, 10.0, 10.0, 12.0, 10.0, 10.0, 13.0, 13.0, 10.0, 13.0, 13.0, 13.0, 16.0, 13.0, 14.0, 14.0, 16.0, 16.0, 14.0, 14.0, 16.0, 16.0, 14.0, 14.0, 16.0, 16.0, 15.0, 14.0, 22.0, 19.0, 15.0, 17.0, 22.0, 19.0, 15.0, 17.0, 22.0, 22.0, 15.0, 18.0, 22.0, 23.0, 15.0, 18.0, 22.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 21.0, 18.0, 28.0, 23.0, 27.0, 18.0, 34.0, 23.0, 27.0, 18.0, 34.0]"
1570671794,Dominion,23,GAME_OVER,244,0,4,507,dominion-4P-64,16.0,17.0,27.0,18.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,5,27,10,0,27,8,20,6,5,4,4,0,10,9,9,0,3,2,4,24,2,0,33,"[4.0, 4.0, 6.0, 3.0, 4.0, 4.0, 7.0, 3.0, 4.0, 4.0, 8.0, 3.0, 4.0, 4.0, 9.0, 3.0, 4.0, 4.0, 9.0, 3.0, 5.0, 5.0, 9.0, 3.0, 6.0, 9.0, 9.0, 9.0, 7.0, 9.0, 9.0, 9.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 12.0, 11.0, 10.0, 9.0, 15.0, 11.0, 10.0, 12.0, 15.0, 11.0, 10.0, 12.0, 15.0, 14.0, 10.0, 15.0, 15.0, 14.0, 10.0, 18.0, 18.0, 14.0, 10.0, 18.0, 18.0, 14.0, 10.0, 18.0, 21.0, 14.0, 16.0, 18.0, 21.0, 14.0, 16.0, 18.0, 21.0, 17.0, 16.0, 18.0, 21.0, 17.0, 16.0, 18.0, 21.0, 17.0, 16.0, 18.0, 27.0, 17.0, 16.0, 18.0, 27.0, 17.0, 16.0, 18.0, 27.0]"
540082064,Dominion,34,GAME_OVER,343,0,4,508,dominion-4P-64,28.0,31.0,21.0,16.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,2,25,9,0,14,7,18,4,5,4,1,0,8,4,6,0,3,3,6,20,2,0,67,"[3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 5.0, 3.0, 6.0, 4.0, 5.0, 6.0, 6.0, 4.0, 6.0, 7.0, 6.0, 4.0, 6.0, 8.0, 6.0, 4.0, 6.0, 11.0, 9.0, 7.0, 9.0, 12.0, 15.0, 7.0, 10.0, 12.0, 15.0, 10.0, 10.0, 13.0, 16.0, 13.0, 10.0, 15.0, 19.0, 13.0, 16.0, 15.0, 19.0, 13.0, 16.0, 15.0, 19.0, 16.0, 16.0, 15.0, 19.0, 16.0, 16.0, 18.0, 25.0, 16.0, 16.0, 18.0, 25.0, 16.0, 16.0, 18.0, 25.0, 22.0, 16.0, 18.0, 25.0, 22.0, 16.0, 21.0, 25.0, 22.0, 16.0, 21.0, 25.0, 22.0, 16.0, 21.0, 25.0, 22.0, 16.0, 21.0, 25.0, 22.0, 16.0, 21.0, 25.0, 22.0, 16.0, 21.0, 25.0, 22.0, 16.0, 21.0, 25.0, 22.0, 16.0, 21.0, 25.0, 28.0, 16.0, 21.0, 25.0, 28.0, 16.0, 21.0, 25.0, 28.0, 16.0, 21.0, 25.0, 28.0, 16.0, 21.0, 31.0, 28.0, 16.0, 21.0, 31.0, 28.0, 16.0, 21.0, 31.0, 28.0, 16.0, 21.0, 31.0, 28.0, 16.0, 21.0, 31.0, 28.0, 16.0, 21.0]"
-991337134,Dominion,36,GAME_OVER,368,2,4,509,dominion-4P-64,18.0,30.0,31.0,23.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,7,25,9,0,17,6,11,2,4,6,2,0,6,2,5,0,3,3,8,29,4,2,89,"[4.0, 6.0, 3.0, 3.0, 4.0, 7.0, 3.0, 3.0, 4.0, 7.0, 3.0, 6.0, 4.0, 8.0, 6.0, 6.0, 4.0, 8.0, 6.0, 6.0, 4.0, 9.0, 9.0, 6.0, 10.0, 12.0, 10.0, 7.0, 10.0, 13.0, 11.0, 7.0, 16.0, 14.0, 14.0, 7.0, 19.0, 15.0, 17.0, 10.0, 20.0, 15.0, 17.0, 10.0, 23.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 13.0, 24.0, 18.0, 17.0, 19.0, 24.0, 18.0, 17.0, 19.0, 24.0, 18.0, 17.0, 19.0, 24.0, 18.0, 17.0, 19.0, 24.0, 18.0, 17.0, 19.0, 24.0, 18.0, 17.0, 19.0, 24.0, 18.0, 17.0, 19.0, 24.0, 18.0, 17.0, 25.0, 24.0, 18.0, 23.0, 25.0, 24.0, 18.0, 23.0, 25.0, 30.0, 18.0, 23.0, 25.0, 30.0, 18.0, 23.0, 25.0, 30.0, 18.0, 23.0, 25.0, 30.0, 18.0, 23.0, 25.0, 30.0, 18.0, 23.0, 25.0, 30.0, 18.0, 23.0, 31.0, 30.0, 18.0, 23.0, 31.0]"
183585184,Dominion,38,GAME_OVER,415,2,4,510,dominion-4P-64,16.0,24.0,26.0,18.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,2,26,8,0,18,5,7,2,5,0,1,1,8,1,8,0,3,4,9,50,1,1,98,"[4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 7.0, 3.0, 4.0, 5.0, 7.0, 3.0, 4.0, 5.0, 7.0, 6.0, 4.0, 5.0, 7.0, 9.0, 4.0, 8.0, 7.0, 9.0, 7.0, 8.0, 7.0, 9.0, 7.0, 11.0, 10.0, 12.0, 7.0, 14.0, 11.0, 13.0, 7.0, 15.0, 12.0, 16.0, 7.0, 15.0, 15.0, 16.0, 13.0, 15.0, 15.0, 16.0, 14.0, 18.0, 15.0, 16.0, 14.0, 18.0, 15.0, 16.0, 20.0, 18.0, 15.0, 16.0, 20.0, 18.0, 15.0, 16.0, 20.0, 18.0, 15.0, 17.0, 20.0, 18.0, 15.0, 17.0, 20.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 18.0, 16.0, 18.0, 26.0, 24.0, 16.0, 18.0, 26.0, 24.0, 16.0, 18.0, 26.0, 24.0, 16.0, 18.0, 26.0, 24.0, 16.0, 18.0, 26.0, 24.0, 16.0, 18.0, 26.0]"
2130877785,Dominion,23,GAME_OVER,256,2,4,511,dominion-4P-64,14.0,18.0,13.0,15.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,6,30,10,0,30,4,12,2,7,6,0,6,10,8,12,0,3,4,8,15,5,0,21,"[4.0, 3.0, 3.0, 3.0, 7.0, 3.0, 3.0, 4.0, 7.0, 3.0, 3.0, 5.0, 8.0, 3.0, 4.0, 5.0, 9.0, 4.0, 4.0, 5.0, 12.0, 5.0, 5.0, 6.0, 12.0, 8.0, 5.0, 7.0, 15.0, 8.0, 6.0, 7.0, 15.0, 8.0, 9.0, 7.0, 15.0, 8.0, 9.0, 7.0, 15.0, 11.0, 9.0, 10.0, 15.0, 11.0, 9.0, 10.0, 15.0, 11.0, 12.0, 10.0, 15.0, 11.0, 12.0, 10.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0, 18.0, 14.0, 15.0, 13.0]"
24662136,Dominion,37,GAME_OVER,366,2,4,512,dominion-4P-64,17.0,14.0,18.0,41.0,dominion-4P-64,dominion-4P-64,dominion-4P-64,3,28,6,0,18,6,7,3,7,3,1,0,7,4,7,0,3,2,7,33,1,3,89,"[4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 6.0, 7.0, 4.0, 3.0, 6.0, 7.0, 7.0, 6.0, 9.0, 7.0, 7.0, 9.0, 9.0, 7.0, 7.0, 11.0, 9.0, 8.0, 8.0, 11.0, 9.0, 11.0, 11.0, 14.0, 10.0, 11.0, 11.0, 14.0, 13.0, 12.0, 11.0, 15.0, 19.0, 18.0, 11.0, 15.0, 20.0, 18.0, 14.0, 15.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 23.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 29.0, 18.0, 14.0, 17.0, 35.0, 18.0, 14.0, 17.0, 35.0, 18.0, 14.0, 17.0, 35.0, 18.0, 14.0, 17.0, 35.0, 18.0, 14.0, 17.0, 35.0, 18.0, 14.0, 17.0, 35.0, 18.0, 14.0, 17.0, 41.0, 18.0, 14.0, 17.0, 41.0, 18.0]"
