GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),ColumnPieceCount(0),ColumnPieceCount(11),ColumnPieceCount(1),ColumnPieceCount(2),ColumnPieceCount(3),ColumnPieceCount(4),ColumnPieceCount(5),ColumnPieceCount(6),ColumnPieceCount(7),ColumnPieceCount(8),ColumnPieceCount(9),ColumnPieceCount(10)
2146420036,Connect4,26,GAME_OVER,54,1,2,1004,connect4-128,1.0,-1.0,connect4-128,8,0,3,8,8,3,8,8,8,0,0,0
543675220,Connect4,26,GAME_OVER,54,1,2,1005,connect4-128,1.0,-1.0,connect4-128,2,0,8,8,8,4,8,8,8,0,0,0
-1104797416,Connect4,25,GAME_OVER,52,1,2,1006,connect4-128,1.0,-1.0,connect4-128,8,0,3,8,8,8,1,8,8,0,0,0
-2122888236,Connect4,25,GAME_OVER,52,1,2,1007,connect4-128,1.0,-1.0,connect4-128,3,0,8,8,8,1,8,8,8,0,0,0
411797902,Connect4,12,GAME_OVER,25,0,2,1008,connect4-128,-1.0,1.0,connect4-128,0,0,0,3,7,5,6,3,1,0,0,0
-260340557,Connect4,20,GAME_OVER,42,1,2,1009,connect4-128,1.0,-1.0,connect4-128,3,0,8,8,8,6,8,1,0,0,0,0
-2002258810,Connect4,27,GAME_OVER,56,1,2,1010,connect4-128,1.0,-1.0,connect4-128,8,0,6,8,8,2,8,8,8,0,0,0
-1736482663,Connect4,24,GAME_OVER,49,0,2,1011,connect4-128,-1.0,1.0,connect4-128,7,0,2,8,8,8,3,8,5,0,0,0
-1406371633,Connect4,21,GAME_OVER,43,0,2,1012,connect4-128,-1.0,1.0,connect4-128,8,0,0,8,8,3,8,4,4,0,0,0
1385045777,Connect4,28,GAME_OVER,58,1,2,1013,connect4-128,1.0,-1.0,connect4-128,8,0,8,8,8,4,8,8,6,0,0,0
-221288584,Connect4,19,GAME_OVER,39,0,2,1014,connect4-128,-1.0,1.0,connect4-128,4,0,6,7,8,6,0,4,4,0,0,0
-2050393553,Connect4,15,GAME_OVER,31,0,2,1015,connect4-128,-1.0,1.0,connect4-128,3,0,0,7,6,2,5,4,4,0,0,0
1871450781,Connect4,14,GAME_OVER,30,1,2,1016,connect4-128,1.0,-1.0,connect4-128,2,0,6,8,7,7,0,0,0,0,0,0
149955400,Connect4,26,GAME_OVER,54,1,2,1017,connect4-128,1.0,-1.0,connect4-128,4,0,8,8,8,2,8,8,8,0,0,0
283844994,Connect4,29,GAME_OVER,59,0,2,1018,connect4-128,-1.0,1.0,connect4-128,8,0,8,8,3,8,8,8,8,0,0,0
227697819,Connect4,26,GAME_OVER,54,1,2,1019,connect4-128,1.0,-1.0,connect4-128,4,0,8,8,8,2,8,8,8,0,0,0
112351290,Connect4,25,GAME_OVER,52,1,2,1020,connect4-128,1.0,-1.0,connect4-128,8,0,8,8,1,8,8,3,8,0,0,0
-1425746208,Connect4,26,GAME_OVER,53,0,2,1021,connect4-128,-1.0,1.0,connect4-128,3,0,8,8,8,2,8,8,8,0,0,0
-706361041,Connect4,26,GAME_OVER,54,1,2,1022,connect4-128,1.0,-1.0,connect4-128,8,0,8,8,8,4,8,8,2,0,0,0
2012251409,Connect4,21,GAME_OVER,44,1,2,1023,connect4-128,1.0,-1.0,connect4-128,5,0,4,3,8,7,7,7,3,0,0,0
-1515155140,Connect4,13,GAME_OVER,27,0,2,1024,connect4-128,-1.0,1.0,connect4-128,0,0,5,5,3,7,6,1,0,0,0,0
-526166552,Connect4,26,GAME_OVER,54,1,2,1025,connect4-128,1.0,-1.0,connect4-128,2,0,8,8,8,4,8,8,8,0,0,0
-653323449,Connect4,26,GAME_OVER,53,0,2,1026,connect4-128,-1.0,1.0,connect4-128,8,0,1,8,8,4,8,8,8,0,0,0
1976988142,Connect4,19,GAME_OVER,40,1,2,1027,connect4-128,1.0,-1.0,connect4-128,4,0,5,5,7,7,6,4,2,0,0,0
-1808714128,Connect4,13,GAME_OVER,27,0,2,1028,connect4-128,-1.0,1.0,connect4-128,1,0,0,3,7,7,5,3,1,0,0,0
-174690807,Connect4,28,GAME_OVER,58,1,2,1029,connect4-128,1.0,-1.0,connect4-128,7,0,8,8,7,4,8,8,8,0,0,0
1355809364,Connect4,15,GAME_OVER,31,0,2,1030,connect4-128,-1.0,1.0,connect4-128,4,0,0,5,5,2,7,4,4,0,0,0
-695036437,Connect4,19,GAME_OVER,40,1,2,1031,connect4-128,1.0,-1.0,connect4-128,3,0,2,8,7,0,7,6,7,0,0,0
-1386141956,Connect4,25,GAME_OVER,51,0,2,1032,connect4-128,-1.0,1.0,connect4-128,7,0,0,7,8,8,8,8,5,0,0,0
181835479,Connect4,25,GAME_OVER,52,1,2,1033,connect4-128,1.0,-1.0,connect4-128,8,0,4,8,8,0,8,8,8,0,0,0
-488301981,Connect4,25,GAME_OVER,52,1,2,1034,connect4-128,1.0,-1.0,connect4-128,8,0,1,8,8,8,3,8,8,0,0,0
734614159,Connect4,9,GAME_OVER,19,0,2,1035,connect4-128,-1.0,1.0,connect4-128,0,0,1,3,6,2,2,4,1,0,0,0
1196723139,Connect4,16,GAME_OVER,33,0,2,1036,connect4-128,-1.0,1.0,connect4-128,1,0,1,6,8,7,6,4,0,0,0,0
-1728406678,Connect4,30,GAME_OVER,62,1,2,1037,connect4-128,1.0,-1.0,connect4-128,8,0,8,6,8,8,8,8,8,0,0,0
320965895,Connect4,27,GAME_OVER,56,1,2,1038,connect4-128,1.0,-1.0,connect4-128,7,0,5,8,8,8,4,8,8,0,0,0
1472878053,Connect4,9,GAME_OVER,19,0,2,1039,connect4-128,-1.0,1.0,connect4-128,3,0,4,4,5,0,1,2,0,0,0,0
-1840509684,Connect4,16,GAME_OVER,33,0,2,1040,connect4-128,-1.0,1.0,connect4-128,4,0,4,5,7,7,1,5,0,0,0,0
-636434131,Connect4,18,GAME_OVER,38,1,2,1041,connect4-128,1.0,-1.0,connect4-128,7,0,6,7,7,6,0,5,0,0,0,0
2020254114,Connect4,26,GAME_OVER,54,1,2,1042,connect4-128,1.0,-1.0,connect4-128,8,0,0,8,8,6,8,8,8,0,0,0
318314351,Connect4,21,GAME_OVER,43,0,2,1043,connect4-128,-1.0,1.0,connect4-128,6,0,4,7,8,1,8,6,3,0,0,0
258293349,Connect4,25,GAME_OVER,51,0,2,1044,connect4-128,-1.0,1.0,connect4-128,8,0,3,8,8,8,0,8,8,0,0,0
31176693,Connect4,26,GAME_OVER,54,1,2,1045,connect4-128,1.0,-1.0,connect4-128,8,0,0,8,8,6,8,8,8,0,0,0
348839399,Connect4,14,GAME_OVER,29,0,2,1046,connect4-128,-1.0,1.0,connect4-128,0,0,0,6,6,7,4,6,0,0,0,0
1946923098,Connect4,26,GAME_OVER,53,0,2,1047,connect4-128,-1.0,1.0,connect4-128,8,0,2,8,8,8,8,3,8,0,0,0
1904960709,Connect4,31,GAME_OVER,64,1,2,1048,connect4-128,1.0,-1.0,connect4-128,8,0,8,8,8,8,8,8,8,0,0,0
931856213,Connect4,13,GAME_OVER,28,1,2,1049,connect4-128,1.0,-1.0,connect4-128,2,0,0,4,6,7,6,0,3,0,0,0
-1653558630,Connect4,13,GAME_OVER,28,1,2,1050,connect4-128,1.0,-1.0,connect4-128,1,0,2,3,7,6,7,2,0,0,0,0
