GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),GameParams(winCount),GameParams(gridSize),ColumnPieceCount(0),ColumnPieceCount(11),ColumnPieceCount(1),ColumnPieceCount(2),ColumnPieceCount(3),ColumnPieceCount(4),ColumnPieceCount(5),ColumnPieceCount(6),ColumnPieceCount(7),ColumnPieceCount(8),ColumnPieceCount(9),ColumnPieceCount(10)
2146420036,Connect4,12,GAME_OVER,26,1,2,3509,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,0,6,6,6,2,0,0,0,0,0
543675220,Connect4,11,GAME_OVER,24,1,2,3510,connect4-32,1.0,-1.0,connect4-32,4,6,0,0,5,6,6,2,5,0,0,0,0,0
-1104797416,Connect4,13,GAME_OVER,27,0,2,3511,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,2,6,6,1,6,0,0,0,0,0
-2122888236,Connect4,13,GAME_OVER,28,1,2,3512,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,2,6,0,0,0,0,0
411797902,Connect4,14,GAME_OVER,30,1,2,3513,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,3,6,6,3,6,0,0,0,0,0
-260340557,Connect4,14,GAME_OVER,29,0,2,3514,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,2,6,6,3,6,0,0,0,0,0
-2002258810,Connect4,15,GAME_OVER,32,1,2,3515,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,6,6,0,0,0,0,0
-1736482663,Connect4,17,GAME_OVER,36,1,2,3516,connect4-32,0.0,0.0,connect4-32,4,6,6,0,6,6,6,6,6,0,0,0,0,0
-1406371633,Connect4,13,GAME_OVER,28,1,2,3517,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,6,2,0,0,0,0,0
1385045777,Connect4,13,GAME_OVER,28,1,2,3518,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,3,6,6,1,6,0,0,0,0,0
-221288584,Connect4,17,GAME_OVER,36,1,2,3519,connect4-32,0.0,0.0,connect4-32,4,6,6,0,6,6,6,6,6,0,0,0,0,0
-2050393553,Connect4,15,GAME_OVER,32,1,2,3520,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,6,6,6,2,6,0,0,0,0,0
1871450781,Connect4,7,GAME_OVER,15,0,2,3521,connect4-32,-1.0,1.0,connect4-32,4,6,4,0,3,5,3,0,0,0,0,0,0,0
149955400,Connect4,14,GAME_OVER,30,1,2,3522,connect4-32,1.0,-1.0,connect4-32,4,6,0,0,6,6,6,6,6,0,0,0,0,0
283844994,Connect4,12,GAME_OVER,25,0,2,3523,connect4-32,-1.0,1.0,connect4-32,4,6,3,0,6,4,3,4,5,0,0,0,0,0
227697819,Connect4,14,GAME_OVER,30,1,2,3524,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,4,6,0,0,0,0,0
112351290,Connect4,14,GAME_OVER,29,0,2,3525,connect4-32,-1.0,1.0,connect4-32,4,6,4,0,6,6,6,5,2,0,0,0,0,0
-1425746208,Connect4,14,GAME_OVER,29,0,2,3526,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,1,6,6,4,6,0,0,0,0,0
-706361041,Connect4,14,GAME_OVER,30,1,2,3527,connect4-32,1.0,-1.0,connect4-32,4,6,4,0,6,6,6,2,6,0,0,0,0,0
2012251409,Connect4,14,GAME_OVER,29,0,2,3528,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,0,6,6,6,5,0,0,0,0,0
-1515155140,Connect4,13,GAME_OVER,27,0,2,3529,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,3,6,6,0,6,0,0,0,0,0
-526166552,Connect4,15,GAME_OVER,32,1,2,3530,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,6,6,0,0,0,0,0
-653323449,Connect4,13,GAME_OVER,28,1,2,3531,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,4,6,6,0,6,0,0,0,0,0
1976988142,Connect4,14,GAME_OVER,30,1,2,3532,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,0,6,6,6,6,0,0,0,0,0
-1808714128,Connect4,8,GAME_OVER,17,0,2,3533,connect4-32,-1.0,1.0,connect4-32,4,6,4,0,2,6,4,0,1,0,0,0,0,0
-174690807,Connect4,13,GAME_OVER,28,1,2,3534,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,3,6,6,1,6,0,0,0,0,0
1355809364,Connect4,15,GAME_OVER,32,1,2,3535,connect4-32,1.0,-1.0,connect4-32,4,6,2,0,6,6,6,6,6,0,0,0,0,0
-695036437,Connect4,12,GAME_OVER,26,1,2,3536,connect4-32,1.0,-1.0,connect4-32,4,6,0,0,6,6,6,2,6,0,0,0,0,0
-1386141956,Connect4,17,GAME_OVER,36,1,2,3537,connect4-32,0.0,0.0,connect4-32,4,6,6,0,6,6,6,6,6,0,0,0,0,0
181835479,Connect4,15,GAME_OVER,31,0,2,3538,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,6,5,6,4,4,0,0,0,0,0
-488301981,Connect4,16,GAME_OVER,33,0,2,3539,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,6,6,6,3,6,0,0,0,0,0
734614159,Connect4,14,GAME_OVER,30,1,2,3540,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,6,4,0,0,0,0,0
1196723139,Connect4,15,GAME_OVER,32,1,2,3541,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,6,6,6,2,6,0,0,0,0,0
-1728406678,Connect4,10,GAME_OVER,21,0,2,3542,connect4-32,-1.0,1.0,connect4-32,4,6,5,0,2,6,5,0,3,0,0,0,0,0
320965895,Connect4,13,GAME_OVER,28,1,2,3543,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,2,6,0,0,0,0,0
1472878053,Connect4,10,GAME_OVER,21,0,2,3544,connect4-32,-1.0,1.0,connect4-32,4,6,5,0,3,5,5,2,1,0,0,0,0,0
-1840509684,Connect4,9,GAME_OVER,19,0,2,3545,connect4-32,-1.0,1.0,connect4-32,4,6,0,0,4,6,5,3,1,0,0,0,0,0
-636434131,Connect4,14,GAME_OVER,29,0,2,3546,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,0,6,6,6,5,0,0,0,0,0
2020254114,Connect4,15,GAME_OVER,31,0,2,3547,connect4-32,-1.0,1.0,connect4-32,4,6,4,0,3,6,6,6,6,0,0,0,0,0
318314351,Connect4,13,GAME_OVER,28,1,2,3548,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,4,6,6,0,6,0,0,0,0,0
258293349,Connect4,14,GAME_OVER,30,1,2,3549,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,6,4,0,0,0,0,0
31176693,Connect4,14,GAME_OVER,29,0,2,3550,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,3,6,6,2,6,0,0,0,0,0
348839399,Connect4,14,GAME_OVER,30,1,2,3551,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,6,4,0,0,0,0,0
1946923098,Connect4,9,GAME_OVER,20,1,2,3552,connect4-32,1.0,-1.0,connect4-32,4,6,0,0,2,5,5,3,5,0,0,0,0,0
1904960709,Connect4,15,GAME_OVER,31,0,2,3553,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,4,6,6,6,3,0,0,0,0,0
931856213,Connect4,17,GAME_OVER,36,1,2,3554,connect4-32,0.0,0.0,connect4-32,4,6,6,0,6,6,6,6,6,0,0,0,0,0
-1653558630,Connect4,11,GAME_OVER,23,0,2,3555,connect4-32,-1.0,1.0,connect4-32,4,6,5,0,0,6,5,2,5,0,0,0,0,0
-1553825038,Connect4,14,GAME_OVER,30,1,2,3556,connect4-32,1.0,-1.0,connect4-32,4,6,4,0,6,6,6,2,6,0,0,0,0,0
-1322517776,Connect4,16,GAME_OVER,33,0,2,3557,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,6,6,6,3,6,0,0,0,0,0
-323392208,Connect4,13,GAME_OVER,28,1,2,3558,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,4,6,6,0,6,0,0,0,0,0
-1838894950,Connect4,13,GAME_OVER,27,0,2,3559,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,3,6,6,0,6,0,0,0,0,0
-17930921,Connect4,14,GAME_OVER,30,1,2,3560,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,2,6,6,6,4,0,0,0,0,0
-1786472417,Connect4,13,GAME_OVER,27,0,2,3561,connect4-32,-1.0,1.0,connect4-32,4,6,1,0,5,6,6,4,5,0,0,0,0,0
671060366,Connect4,13,GAME_OVER,27,0,2,3562,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,1,6,6,2,6,0,0,0,0,0
1744800289,Connect4,13,GAME_OVER,28,1,2,3563,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,4,6,6,0,6,0,0,0,0,0
-381533327,Connect4,13,GAME_OVER,27,0,2,3564,connect4-32,-1.0,1.0,connect4-32,4,6,0,0,6,6,6,4,5,0,0,0,0,0
-1684661025,Connect4,16,GAME_OVER,33,0,2,3565,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,3,6,6,6,6,0,0,0,0,0
1862448051,Connect4,13,GAME_OVER,27,0,2,3566,connect4-32,-1.0,1.0,connect4-32,4,6,5,0,2,6,6,2,6,0,0,0,0,0
-437754807,Connect4,15,GAME_OVER,31,0,2,3567,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,4,6,6,3,6,0,0,0,0,0
1455975456,Connect4,17,GAME_OVER,35,0,2,3568,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,6,6,6,5,6,0,0,0,0,0
1025722937,Connect4,17,GAME_OVER,36,1,2,3569,connect4-32,0.0,0.0,connect4-32,4,6,6,0,6,6,6,6,6,0,0,0,0,0
1238729837,Connect4,16,GAME_OVER,33,0,2,3570,connect4-32,-1.0,1.0,connect4-32,4,6,6,0,6,6,6,3,6,0,0,0,0,0
887635153,Connect4,16,GAME_OVER,34,1,2,3571,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,6,6,6,6,4,0,0,0,0,0
1726152120,Connect4,16,GAME_OVER,34,1,2,3572,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,4,6,6,6,6,0,0,0,0,0
-673241326,Connect4,12,GAME_OVER,26,1,2,3573,connect4-32,1.0,-1.0,connect4-32,4,6,5,0,0,5,6,5,5,0,0,0,0,0
-1862196818,Connect4,13,GAME_OVER,28,1,2,3574,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,0,6,6,4,6,0,0,0,0,0
-697866207,Connect4,12,GAME_OVER,26,1,2,3575,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,0,6,6,6,2,0,0,0,0,0
658646444,Connect4,15,GAME_OVER,31,0,2,3576,connect4-32,-1.0,1.0,connect4-32,4,6,3,0,4,6,6,6,6,0,0,0,0,0
676452309,Connect4,13,GAME_OVER,28,1,2,3577,connect4-32,1.0,-1.0,connect4-32,4,6,6,0,4,6,6,0,6,0,0,0,0,0
1575108441,Connect4,10,GAME_OVER,21,0,2,3578,connect4-32,-1.0,1.0,connect4-32,4,6,4,0,4,5,5,1,2,0,0,0,0,0
