,Wonders7-agent,Wonders7-param,Wonders7-seed,Dominion-agent,Dominion-param,Dominion-seed,SeaSaltPaper-agent,SeaSaltPaper-param,SeaSaltPaper-seed,CantStop-agent,CantStop-param,CantStop-seed,Connect4-agent,Connect4-param,DotsAndBoxes-agent,DotsAndBoxes-param
JSON EuclideanDistance,0.7575±0.0021,0.5247±0.0033,0.9799±0.0010,0.8308±0.0023,0.9924±0.0005,0.3685±0.0042,0.5869±0.0027,0.9741±0.0010,0.9627±0.0017,0.4669±0.0023,0.6126±0.0079,0.8268±0.0045,0.5219±0.0042,0.9538±0.0011,0.6601±0.0022,1.0000±0.0000
